country,Region,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,Adults (ages 15-49) newly infected with HIV,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Arms exports (SIPRI trend indicator values),Arms imports (SIPRI trend indicator values),"Automated teller machines (ATMs) (per 100,000 adults)",Average transaction cost of sending remittances from a specific country (%),Average transaction cost of sending remittances to a specific country (%),Bank capital to assets ratio (%),Bank liquid reserves to bank assets ratio (%),Bank nonperforming loans to total gross loans (%),"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)","Commercial bank branches (per 100,000 adults)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Consumer price index (2010 = 100),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),"Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (national estimate)",Final consumption expenditure (% of GDP),Final consumption expenditure (annual % growth),Final consumption expenditure (constant 2010 US$),Final consumption expenditure (constant LCU),Final consumption expenditure (current LCU),Final consumption expenditure (current US$),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),GDP (constant 2010 US$),GDP growth (annual %),GDP per capita (constant 2010 US$),GNI (constant 2010 US$),GNI growth (annual %),GNI per capita (constant 2010 US$),High-technology exports (current US$),Human capital index (HCI) (scale 0-1),Individuals using the Internet (% of population),"Labor force, total",Military expenditure (% of GDP),Population density (people per sq. km of land area),Population growth (annual %),"Population, female","Population, male","Population, total",Ratio of female to male labor force participation rate (%) (national estimate),"Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Women Business and the Law Index Score (scale 1-100)
India,SouthernAsia,0.0,0.0,0.5271666223445509,0.20358168004047078,0.4394787504982695,0.01611182244985062,1.0,0.1022513691089903,0.24566111964596613,0.49570666062702823,0.49625791129750657,0.0,0.19361067767622317,0.15959211441434426,0.01099263207505809,0.32374258730507355,0.9131161349525195,0.8674278779456513,0.34354920702401825,0.0,0.25539571950318657,0.3028565394343754,0.0,0.0,0.0,0.0,0.0,0.0,0.7614207952632358,-0.3303639760355894,0.3051513419009504,0.01350726893971225,0.01332093023255814,0.6688315847912426,0.04609657739633957,0.03442406215617412,0.1102324361765288,0.025118703969824355,0.15283408811139845,-1.3150260895644115,0.021580096033107895,0.6946272554851949,-1.315628812669242,0.02053081914510551,0.028588254108356078,0.5613655636968434,0.0,0.6118276223263805,0.34124138923107444,0.05787778794253018,0.30259955384400855,0.970645576971652,0.9971355772346433,0.9842326326284919,0.0,0.1758072106849674,0.24739039665970775,0.5596032587231813,0.74375
Indonesia,South-easternAsia,0.12173913043478261,0.12,0.5144359325458403,0.1924058198740547,0.4322612395057958,0.0,0.09646302250803858,0.24572777588536926,0.0,0.6023476649431079,0.9062744334867712,0.3424050903639172,0.06708112264826704,0.03615628887346285,0.0007328213839273971,0.33428508675598506,0.6181517973982774,0.725649110515638,0.2871732929362892,0.1914861346304585,0.1788356696350132,0.18173794548226146,0.7929058240396529,1.0,0.9593810444874277,0.5237570799244807,0.7612304687500001,0.6424455825864277,0.725361178084098,-0.09747403153366721,0.12365308608217952,1.0,1.0,0.2571047274694302,0.02215511736118292,0.08347436615938365,0.050500087956549464,0.05805847115925476,0.06660474098501361,-0.34169953760886085,0.04744865895046663,0.29779659435986194,-0.2777992803998902,0.04440791518920268,0.008466216032486764,0.6142903766775727,0.5372649449,0.17461047371230926,0.10187202653689996,0.01816622202272352,0.32577136677051954,0.19885138209956832,0.1914979683038992,0.19507972330313128,0.6897134154845687,0.040484445556469004,0.14300626304801672,0.17987742723290745,0.64375
Iraq,WesternAsia,0.0,0.0,0.7576595168547015,0.12187453200574891,0.7242414512146086,0.0,0.0003572704537334762,0.0,0.0,0.0,0.0,0.0,0.0,0.00010799471689580469,8.768468586961287e-07,0.12365473314298264,0.6844856327179843,0.07143281457904606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011278666115189743,0.288976587466813,0.02290422081491743,0.17906669817370185,0.01119055416897241,-1.711366068648236,0.05421212742866162,0.0,0.0,0.0,0.0,0.46369168994640514,0.0,0.01343399229558091,0.47998875632228677,0.011553283133588978,0.701989467090737,0.02908660149081929,0.028307679903493536,0.02868708277227497,0.0,0.019462428261905612,0.4780793319415449,0.033107269586039316,0.45
Ireland,NorthernEurope,0.002173913043478261,0.0025,0.5938807281089116,0.47015513875285136,0.3644643256355283,0.0,0.003929974991068239,0.0,0.0,0.0,0.6955273103535704,0.0,0.08634836523942017,0.0,0.0,0.0,0.0,0.0,0.19798557303348122,0.0,0.15256674328312922,0.18091859954968723,0.8051425030978934,0.8174807197943446,0.858354411545901,0.5744178728760226,0.6103515625,0.5923495518565941,0.41179362581747275,-0.21026223297617108,0.027684671919925095,1.943691332852718e-05,1.3481063122923589e-05,0.057729647397115974,0.003135667459414745,0.654442715154738,0.009228021857202543,0.5876850448048926,0.022928840051046336,0.5643109148334384,0.8945085734015974,0.0,0.0,0.0,0.05607858012020208,0.901576429147652,0.9199989097,0.003148181473040111,0.03403188312297041,0.00904085348999191,0.3719968293599775,0.0036827134297292806,0.0034479221884226026,0.003562286037064086,0.8645728607428691,0.0022229703253267563,0.20598469032707029,0.0036913169387014335,1.0
Israel,WesternAsia,0.0,0.0,0.7295125775491645,0.4327553947057752,0.5262371689008237,0.03681177976952625,0.16934619506966775,0.6340540551786783,0.7650363243540914,0.0,0.4131609188935068,0.5027305537465352,0.03599628053154224,0.0368019547495132,0.014517076592573107,0.35471117944212605,0.9996174365722909,0.8866631073177259,0.20043120211130458,0.0,0.0,0.3806701267791157,0.8644671835501859,0.8041131281491003,0.8796309913703318,0.6242920124292007,0.62255859375,0.6232394146927016,0.7852353881857341,-0.2725854851530935,0.04048605069311525,0.00014584953198967413,9.705078310393925e-05,0.10569936938604109,0.005381199462309999,0.6407064204171181,0.016931635771928667,0.6151390380661441,0.01760037042474618,-0.4028627857651679,0.37209178240824053,0.0,0.0,0.0,0.016867253775781157,0.8349150824633939,0.0,0.005365063559076025,0.6658136790055895,0.05311066514328644,0.5453721634760785,0.0067784916748843006,0.006378992065157331,0.006573583280080336,0.0,0.05161740000714873,0.16040361864996522,0.009907995391825106,0.80625
Italy,SouthernEurope,0.010869565217391304,0.011,0.6170190907820561,0.7618803415738246,0.23034975458811316,0.0860008536064874,0.046802429439085386,0.42956075456465515,0.3820509679122032,0.0,0.404369569503955,0.0,0.10632403128480272,0.0902914590710396,0.03720710926388706,0.8264880298704151,0.6252591574145986,0.6975581793954074,0.20589463058386065,0.0,0.3863430016636844,0.4521962559768209,0.5542131350681536,0.6805912596401029,0.6557059961315281,0.20154185022026433,0.3341471354166667,0.26936619718309857,0.8378001935201773,-0.3624000358455397,0.2605665896078285,0.0001852344916754755,0.00012359658281917418,0.5292744380702928,0.036926108985627135,0.6293992060662676,0.10681530773797744,0.5555466403492159,0.11064406473398308,-1.464703016214367,0.362018181678024,0.5130095245991688,-1.4393613141397947,0.35135752703209183,0.046013380580528,0.8278903340097274,0.0,0.03253212949549703,0.18555863044874243,0.02494265203923183,-0.08976843589952781,0.04474448211880556,0.040318835386822884,0.04247451202186416,0.72873981474056,0.06275601386853487,0.3239387613082812,0.04912005652678684,0.975
Japan,EasternAsia,0.0026086956521739132,0.005,0.747991948470499,1.0,0.2378022658923906,0.0,0.2586638085030368,0.5789073305966214,0.6574405532574126,0.0,0.0,0.5521965231486766,0.0,0.6219235806995279,0.37738133819106495,0.7450032945310784,0.7833229980797354,0.9445265345298011,0.19656386677108315,0.0,0.0,0.0,0.802819083023544,0.8904884318766068,0.8964439815503646,0.7426054122089365,0.7433268229166667,0.742797695262484,0.0,0.0,0.0,0.0,0.0,0.0,0.0902352269672216,0.7352589384090761,0.3422215460562482,0.8508753312057408,0.0,0.0,0.0,0.0,0.0,0.0,0.1358885293325802,0.9153574388565775,0.0,0.08908578824055478,0.11800103726183689,0.043048851147038214,-0.10406685292831573,0.09429032153078953,0.08543337470501787,0.0897474816562443,0.78776091083239,0.41427184234668957,0.10334029227557412,0.13409525590110072,0.81875
Kazakhstan,CentralAsia,0.01608695652173913,0.016,0.6374860446496857,0.2615008802983567,0.5231394526087292,0.0,0.09574848160057163,0.4555970050155859,0.0,0.12818949304631602,0.0,0.622931319690792,0.0,0.0032218569703515772,1.2266912183787102e-05,0.052712497254557435,0.18073105412147142,0.7812356833703064,0.3750669169262445,0.14432583909557603,0.1193681277234013,0.12158632284424077,0.9340148698884757,0.9267352185089974,0.9805088528492786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005411022645021198,0.2969845281527865,0.01708775864722827,0.2861764951375806,0.011728573525924086,-0.42928249549348485,0.12185789870753327,0.0,0.0,0.0,0.0,0.7149221231856722,0.8594259898,0.011386534771210145,0.12487009145947683,0.0008662489388407708,0.3951717728361464,0.014133235484641593,0.012656599315276226,0.013375850146065365,0.8920177313215202,0.010615296086964291,0.2105080027835769,0.012557769217720012,0.69375
Kenya,EasternAfrica,0.14347826086956522,0.135,0.7558565766906911,0.08873958399344391,0.7403353386863529,0.0,0.021436227224008574,0.03474443494187006,0.5925737359288791,0.7746574507162748,0.8950931153745564,0.10389825284903591,0.34481099518967706,0.0,0.0,0.10256973424115967,0.0,0.0,0.3731923790340468,0.0,0.15133973002697657,0.179290891739557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013942529211043325,0.02672175401330049,0.0003663720122259604,0.002142594934180152,0.003662467488734796,-0.05077049610199342,0.013272010585166744,0.0,0.0,0.0,0.0001134611956332385,0.6219275620005354,0.0,0.030791742153110077,0.1307874374792792,0.011781092017461688,0.6887085172362664,0.03961158422644139,0.03715236062643229,0.03835021738634289,0.0,0.0024714538010389485,0.10368823938761308,0.017477604759308304,0.80625
Malaysia,South-easternAsia,0.026521739130434784,0.0285,0.47835105432754543,0.21572254607377123,0.381970645178037,0.0,0.019649874955341193,0.26429857894083114,0.259767466480054,0.4405775679390559,0.7127306032415628,0.10240201275664833,0.03820646297323499,0.05244556062964472,0.00203003491691876,0.19701295848890843,0.7616804150439104,0.6188276499719573,0.22380323004766964,0.0,0.620066103713487,0.735122848440017,0.0,0.0,0.0,0.0,0.0,0.0,0.7851235559193064,-0.13338192932876403,0.04470125199897255,0.00014436050874469444,9.924442335073564e-05,0.08851798602115332,0.006946127597973323,0.2211707259495986,0.04105316973415133,0.3988650349293746,0.02126859182129265,-0.9225849921354918,0.12804533804998935,0.09582093960844466,-0.7904238867876471,0.12075538070615284,0.12157933105721873,0.69498155982729,0.8955501191999999,0.020629351659061528,0.13450972356329002,0.012284052186267684,0.3958405277904626,0.023039989502966558,0.023125300361309522,0.023083746519536243,0.0,0.032063242425325565,0.1583159359777314,0.028995602626503598,0.5
Mexico,CentralAmerica,0.08695652173913043,0.09,0.5445632866189191,0.23846768665694085,0.4387016029314508,0.0,0.0918185066095034,0.2955532771287167,0.0,0.38324504641138185,0.6524099693423363,0.10778475376678588,0.05924284206269802,0.007253974873330732,6.706438686483405e-05,0.2809136832857456,0.026330731540852147,0.24763547501053,0.272765785260632,0.22878360781060378,0.17869056936121192,0.15901296474185103,0.6076517967781908,0.8772493573264781,0.7887219163814909,0.4111076148521082,0.7674153645833334,0.5873879641485276,0.812198299818886,-0.39569153564853504,0.15268471334940797,0.0019822437663737274,0.0016774466065495965,0.29270914888468164,0.0438567076827629,0.35054733766686247,0.13083594454339556,0.319103896074605,0.06787073531570804,-1.3604083268855542,0.10257330961933793,0.3004394374371677,-1.4577779953397745,0.09504501794689489,0.09178036399929262,0.697226617580202,0.7197,0.07001611200108865,0.06790706598016569,0.008270509921119194,0.3236491770665301,0.09643629231763579,0.08770148867551625,0.09195610122443856,0.6040841818770261,0.05929543315342364,0.1638830897703549,0.12085218505526665,0.8875
Morocco,NorthernAfrica,0.003130434782608696,0.005,0.5674151805005522,0.24145162282419286,0.46092092484437513,0.0,0.002500893176134334,0.13609839115263775,0.0,0.5908359183658498,0.0,0.05374523150297794,0.0,0.0033400600950354966,9.099190003945811e-05,0.5308587744344389,0.5831045263757274,0.4065796045130205,0.2084674022012947,0.0,0.0,0.3895346118021316,0.0,0.0,0.0,0.0,0.0,0.0,0.8341292857032729,-0.24662505764552464,0.015222225912152925,0.0001080573848918689,7.986445182724252e-05,0.031529015759654944,0.004347914383207528,0.12139596508587393,0.012958671416320337,0.11040230282042605,0.006622810484827267,-1.1751166101980106,0.03440586817430373,0.029912319794376443,-1.1093348640889373,0.03252825667595539,0.0,0.5734292012757576,0.8412036304999999,0.014946524628513515,0.5067746360079155,0.010312829679239955,0.3657570710586208,0.027225481280430685,0.025469801960924323,0.026324971186324632,0.0,0.010722390944049278,0.3531663187195547,0.02722664079726544,0.75625
Nepal,SouthernAsia,0.003260869565217391,0.005,0.5740627551602431,0.1857432165502886,0.49807535306247824,0.0,0.0,0.09415786757597103,0.0,0.4160999768011862,0.6479700042193293,0.12998543848992994,0.04090363842713844,0.0,0.0,0.4726553920491983,0.7944782034370976,0.2334186272299735,0.3695238267586695,0.0,0.40609656905206476,0.4810193071391842,0.0,0.0,0.0,0.0,0.0,0.0,0.995250482184687,0.16799657760397638,0.0033543911069129234,0.0003000175439372428,0.0003480104413858567,0.011217764215860723,0.0,0.0,0.0,0.0,0.0013700375149920381,-0.3448093914327027,0.009162288544270286,0.006362107273777814,-0.3272527530784588,0.008906235507450951,0.0,0.5739813646265385,0.0,0.020776187230377732,0.16141694731443992,0.025345356024237764,0.5594026444789748,0.023117869169566208,0.01856112318311899,0.020780656609457732,0.0,0.0034158413762495382,0.15448851774530273,0.006960715278034684,0.80625
Netherlands,WesternEurope,0.002173913043478261,0.0025,0.6023956292577968,0.6494260061192858,0.27609806498386286,0.052069995731967564,0.21793497677742052,0.1713706630610465,0.4537505013640581,0.0,0.36006128977919566,0.0,0.046037866075072556,1.0,0.40602301252137313,0.15352514825389854,0.8232294185951551,0.9553095571536585,0.21877640094569153,0.0,0.467166579949428,0.5539799315030305,0.8907992565055761,0.8579691516709512,0.9236720726082429,1.0,1.0,1.0,0.7227276089629843,-0.18118459499662906,0.10280626745216966,7.295992758334476e-05,5.155918367346939e-05,0.22079104328887245,0.015562022541619274,0.9359638566936009,0.027140092794159684,0.4980795973488266,0.0522772651812032,-0.6177256619927058,0.5840516708314236,0.0,0.0,0.0,0.11562133600757003,0.8985233993508237,0.9133333333,0.012176657832657107,0.16847920327395713,0.06459305838601814,0.1692720230376819,0.012814098481602889,0.012083160227090805,0.012439191020403506,0.9132806247474924,0.016076123445151375,0.14231036882393877,0.01867782160768574,0.975
Nigeria,WesternAfrica,0.3739130434782609,0.305,0.9311997595558081,0.10606628599450295,0.9138458455133084,0.0,0.04465880671668453,0.0,1.0,0.6478995903988087,0.3834741969948508,1.0,0.14692472502223616,0.005572527391823522,0.0,0.0,0.0698390831864014,0.4977596277393637,0.0,0.0,0.0560791181164968,0.0615463849988907,0.0,0.0,0.0,0.0,0.0,0.0,0.832525509593012,0.34469171179608005,0.055214231855957974,0.0074215719662625666,0.011470716658756526,0.12052377969793164,0.00013506979629821116,0.000675259554371758,0.0005883798403588627,0.0008975624294038926,0.026460523789625847,-0.2962467079183986,0.025012138424142034,0.11784851845326313,-0.3644740172930631,0.023318329436518816,0.0,0.4101914245679771,0.0,0.08073532272861327,0.07432974020355441,0.028223235916066434,0.7777358854204169,0.1488685757915865,0.14526600318709462,0.14702077080860873,0.0,0.010940405159595382,0.31350034794711207,0.12435542815059904,0.63125
Norway,NorthernEurope,0.0004347826086956522,0.0005,0.5777682496877558,0.5598214983517065,0.2990154769158001,0.0076824583866837385,0.1607717041800643,0.0,0.25368897088534803,0.0,0.0,0.01104594918677144,0.017951235951100313,0.015259479546539943,0.00352172458064799,0.0,0.45409750787255415,0.7601359558852646,0.227040704787105,0.5907831956456289,0.7665421268951618,0.7702586974603208,0.9206939281288723,0.8030848329048843,0.9077518226454397,0.7841409691629956,0.7942708333333334,0.7890524967989757,0.7468660983339009,-0.20117911669849664,0.05152684216195613,0.000312218688863433,0.00022739629805410537,0.09054363763185241,0.004937774790611105,0.9386560131783108,0.0019174967566022384,0.1112254604830504,0.027607485290297808,-0.12589163807020037,1.0,0.13188771544353126,0.07801672951556113,1.0,0.005456504401338746,0.8770658800227062,0.9700000121,0.003679492944862297,0.22925092803050315,0.0018372694107950294,0.18006389598042033,0.003895743338992953,0.003780618227699073,0.0038366942155833484,1.0,0.022416870246095007,0.1607515657620042,0.00518242325109232,0.96875
Pakistan,SouthernAsia,0.10869565217391304,0.11,0.6974896323376674,0.1489129914828935,0.646807603656045,0.0,0.27116827438370844,0.0,0.9635456764401387,0.3685589135252752,0.4433208635198223,0.21432416923286926,0.22402131048200166,0.004033272079986175,9.645315445657416e-05,0.0,0.8323117958136398,0.5991576346048734,0.372904119957234,0.0,0.07917212983359237,0.09325742956375437,0.0,0.0,0.0,0.0,0.0,0.0,0.9739310411957474,-0.09318666551588169,0.04049533089727974,0.0017959094614895836,0.0036299762695775986,0.08600264772452276,0.00501097508013649,0.02337843793826329,0.01581455461002265,0.022513581980840063,0.01457293866534157,0.08676912710162313,0.012855233849448484,0.06540622052711764,0.06121961518336292,0.012077391068751263,0.0004083193009591883,0.46190211198850223,0.0,0.09382549800921665,0.4764328931483817,0.03573123121578853,0.6050437322938816,0.15699562092626643,0.15806198437489968,0.15754257220535878,0.0,0.0055169527242615955,0.1617954070981211,0.09531597498814565,0.55625
Peru,SouthAmerica,0.017826086956521738,0.0185,0.5436839252098613,0.2729772558161816,0.41906397871651996,0.0,0.006788138620936048,0.5912279313699765,0.0,0.5646579366993314,0.64389558892692,0.5905884883566321,0.10066332427631447,0.0,0.0,0.13178124313639358,0.0,0.0,0.24630748192417407,0.0,0.25491767326401127,0.30228708520716413,0.8193928365861214,0.8730076885604113,0.8985269958339533,0.6288546447451226,0.7869465896809896,0.7079065227272728,0.8602097690891123,-0.2814904831169149,0.025391467183706613,5.8549425988910465e-05,5.4247935453251066e-05,0.05819477857336047,0.0,0.0,0.0,0.0,0.01058516945802794,-1.84076530216685,0.06255592174783783,0.047019287572419084,-1.6904186581688398,0.058165896812090105,0.0,0.6884028658954686,0.6525179878999999,0.020989622383058657,0.1586318813861929,0.0032120878487447145,0.43098886919031193,0.024296382624049533,0.022774604178974672,0.02351584324219463,0.8095583771954814,0.0,0.21711899791231734,0.02997362701656227,0.95
Philippines,South-easternAsia,0.07391304347826087,0.08,0.5976311966426676,0.1781543595193075,0.5267775389887929,0.0,0.12468738835298321,0.14135279319775898,0.0,0.418831935138684,0.6821050487355153,0.4121110626353904,0.08613672538038379,0.011444594685004876,0.00013378944934017275,0.20140566659345485,1.0,0.5469606820554302,0.24793714666300484,0.35798368442250067,0.23986021118518308,0.28443401066015134,0.6409541677509293,0.8386889460154242,0.7940782462431186,0.3348017729704217,0.5603841196289062,0.448303460787452,0.9608307050605521,-0.2433657507732123,0.045595134521530904,0.002294968133428277,0.001539563360227812,0.11631589061766004,0.0,0.0,0.0,0.0,0.018439529289529855,-1.5805900592975703,0.032789002045237256,0.09079357840952668,-1.882603481663628,0.03379517330927175,0.043312290048883234,0.5869036882704582,0.0,0.05670814979848934,0.1198475364978578,0.04582745844203169,0.4114825436408508,0.07987726218427699,0.07651809365272393,0.0781543022240734,0.0,0.03276203071570695,0.11691022964509394,0.06031678025178063,0.7875
Poland,EasternEurope,0.0,0.0,0.5569806486210865,0.591071231260087,0.2603788778212651,0.0013871105420401196,0.06895319757056091,0.3227067825099918,0.0,0.3425765171153146,0.5812399166063419,0.20289316947719513,0.09053573812836745,0.07918877914420944,0.009987285720548906,0.5651218976499012,0.6564895755774879,0.7854112309256632,0.21985659179096484,0.0,0.23225216694160228,0.27540624892139975,0.7174721189591078,0.8106683804627249,0.8082130635322126,0.3810572687224669,0.5263671875000001,0.45438540332906535,0.8068469828651038,-0.07243986164915217,0.08108130950309478,0.00021750059339787733,0.00016699193165638348,0.160543922333414,0.016983974769930722,0.46247285041157193,0.0317601644787475,0.26389066949702916,0.036313200898957614,-0.44607556358742073,0.18644778607005283,0.16142381875278536,-0.2896490443749845,0.17349281785912152,0.026759759194640794,0.8566335633313076,0.8683692746,0.023613610867138198,0.262482946358377,0.015456545808049102,-0.011822364194545399,0.028643973867005512,0.025569199738154302,0.02706688338734709,0.7783993436000618,0.045936245249073644,0.12352122477383438,0.026456613868371268,0.9375
Portugal,SouthernEurope,0.0029130434782608694,0.005,0.6047531104631393,0.7391924385619554,0.22986191449343424,0.0049082373026035,0.01679171132547338,0.7861483950563655,0.4449699827684838,0.0,0.4571644642465788,0.0,0.11849646051234423,0.019656142242754394,0.0012282888561532727,0.7212826707665276,0.45583246771318836,0.6450133150384909,0.20615433070286052,0.0,0.46240059790879473,0.5478775185464235,0.7718401486988847,0.7577120822622109,0.8044933789614641,0.33338577721837637,0.41455078125,0.3738796414852753,0.8801073178542,-0.21350379707553105,0.033062715951179496,2.288628727533809e-05,1.591656383483626e-05,0.06815897735199078,0.008604890910970943,0.8696795265362361,0.028654633111243045,0.8836964603877399,0.013250251278981783,-1.2488185127003637,0.2505339546216219,0.059845108667488885,-1.0908242368241488,0.23686065458456151,0.004433762569220455,0.8746753231699921,0.7826165705,0.006732842165625533,0.2533931000611212,0.014028261804281471,0.05733309318139441,0.007950833383960437,0.006779475433448555,0.0073500290989592845,0.8987028760891391,0.00877500918701076,0.25052192066805845,0.00793417325849024,1.0
Romania,EasternEurope,0.0033478260869565218,0.005,0.5769494767863924,0.6139573685131707,0.26879442743875764,0.0,0.06680957484816005,0.29869137712332167,0.0,0.39851848523666,0.6116302539094737,0.2442264243995385,0.0934843725125122,0.019583454071151328,0.0011574555929676881,0.49549747419283985,0.736497707376328,0.7874337464130452,0.23676985721771504,0.0,0.12042966439349775,0.14280940759072855,0.6692998760842627,0.796401028277635,0.7780092248177355,0.31025802391441154,0.47509765625000006,0.3934058898847631,0.8496989354917801,-0.16652905561936224,0.031052557441978008,6.142161914323666e-05,8.011343141907926e-05,0.07077253768736921,0.011756798676455382,0.6298107068862808,0.016629285133144225,0.27182470408646897,0.012703423040870949,-0.637215971940268,0.12834792523838243,0.05723024863453108,-0.6874254541969733,0.12103643159729696,0.00921788597695203,0.6645100418482356,0.7845526895,0.011631816314419195,0.273889359661843,0.010452500207879287,-0.135324770107439,0.01450859181563392,0.013039452415986362,0.013755051664916926,0.7325819025999147,0.015545675230844384,0.1684064022268615,0.01213520275245848,0.90625
Saudi Arabia,WesternAsia,0.004347826086956522,0.005,0.4253489212157947,0.10149134328062075,0.3886480413518465,0.0,0.8810289389067524,0.0,0.29841691968880885,0.0,0.8839557424341989,0.0,0.05323627984601072,0.0,0.0,0.0,0.16910775071753384,0.42393917761478805,0.22827492512863679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600742504324433,-0.11750973197964194,0.06371324169131722,0.00021255585680019225,0.00017824584717607975,0.17820645133738558,0.01631736325095647,0.4830271793750754,0.031604206521978144,0.2854702555939153,0.03811772279128598,-0.6780324519444267,0.2133476498232298,0.17807580295791142,-0.5364657703222611,0.2086351968418144,0.0,0.6556405936273183,0.9786233249999999,0.01875033679192329,1.0,0.0020194381249702595,0.4828672004072166,0.0214986989499448,0.027992771259350537,0.02482959064611101,0.0,0.14084515852307253,0.28601252609603345,0.03406934463241174,0.8
Singapore,South-easternAsia,0.0004347826086956522,0.0005,0.37376862450295295,0.3740891401127372,0.18696650887739064,0.0,0.02643801357627724,0.2568921533746069,0.20570414376462154,0.0,0.0,0.0,0.0,0.3713257062875588,0.07260443878293656,0.15418405446958047,0.5519162043071729,0.7573363602291585,0.21283984516092788,0.0,0.6133010705107343,0.727272329417257,0.8942069321561338,0.9213367649100257,0.9596786192530874,0.45059785069225927,0.5372721080729167,0.49487836235595395,0.48272405114798805,0.0,0.0,0.0,2.02265780730897e-05,0.054963059972383946,0.00313845517526626,0.5528516093547622,0.010398663060448139,0.5589391627569607,0.01809152201655618,-0.8901042778563366,0.620006253731751,0.0,0.0,0.0,0.2128360722373846,1.0,0.7587596245,0.004504203168391064,0.37898740416837023,1.0,-0.09539214233754661,0.0039675947550964225,0.004138342044102447,0.004055173195864525,0.0,0.11016013153661937,0.1805845511482255,0.006601506149572667,0.825
South Africa,SouthernAfrica,1.0,1.0,0.5658051399785393,0.1747111229637824,0.4954459523227767,0.003947930004268033,0.0,0.2786818039741205,0.9349236286481534,0.7466088927563767,0.48297769322206824,0.04629842746271273,0.1263357532163237,0.030811805307770584,0.0008593476383006708,0.20250384361959148,0.38502732406904494,0.5581625148357144,0.3057568299360981,0.0,0.0,0.3796726756976423,0.4708798017348203,0.5334190231362468,0.5323612557655112,0.10777218376337318,0.16471354166666666,0.13588348271446865,0.8761209184527963,-0.18335826707244363,0.05671928210992071,0.0003694222442381435,0.00038925106786900807,0.08858453501117454,0.002694771998759177,0.046824979632648416,0.011537711370582932,0.06117438718037496,0.022599805752877004,-1.1490909103085103,0.07425056908366974,0.10164115373055438,-1.0056832231600972,0.06990150367192291,0.0024248727650173414,0.48395057524162016,0.0,0.028202505562767488,0.1271596165805952,0.006096483884974626,0.38943972387313985,0.04406271583309333,0.04062513677831765,0.04229953812534234,0.8113498518233792,0.016385034133991016,1.0,0.04638020263756678,0.88125
Spain,SouthernEurope,0.015217391304347827,0.016,0.5674766155795601,0.634156910545358,0.2479551954615825,0.12814767392232182,0.020364415862808145,0.49184463473496925,0.3124433713334569,0.0,0.3979241898375478,0.0,0.06953516775461108,0.11160078276942281,0.02586578211232408,1.0,0.63366654367918,0.7950865582515353,0.20614105981099062,0.0,0.501734895924605,0.58917343358812,0.6601610904584881,0.6872750642673522,0.7126915637553936,0.26069855254877283,0.32958984375,0.29545454545454547,0.8294311700637743,-0.38012656833741415,0.1762890783597239,0.00012313912637089652,8.310327479829142e-05,0.35587161383080185,0.032779150036190675,0.7225128769545901,0.10695394924907096,0.7193481230035768,0.07914553852756163,-1.7896039856298729,0.32569156518159453,0.0,0.0,0.0,0.02076212613695752,0.8283855441862323,0.9320564609,0.029573769476067935,0.16597064159442404,0.011818518056062304,0.14115814385486558,0.035258648530167205,0.032359426589611925,0.033771600984800074,0.8791182554013824,0.02421265755829193,0.5452331245650661,0.044427346744916656,0.975
Sri Lanka,SouthernAsia,0.0008695652173913044,0.001,0.5811890852339853,0.3595308359691272,0.411235084404903,0.0,0.0,0.0,0.0,0.4109375530111235,0.5236624205921669,0.0,0.12018982236036416,0.0,0.0,0.0,0.0,0.0,0.3077109216101864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620582088741627,-0.10990979648998221,0.011075186291646987,0.0011140075807500255,0.001152937826293308,0.02329924710316161,0.0041204198118085,0.19830460630207777,0.013352667282362512,0.19608923360850533,0.004759818438230545,-0.5892853502683103,0.04231390706695036,0.021236390316571145,-0.5541346581798048,0.039518015004606305,0.0001097388455427042,0.6805901470878828,0.35,0.011093806620020958,0.2288347553378276,0.04418113421264855,0.1622853454376531,0.016705661433137356,0.014614045695036632,0.015632845307650172,0.0,0.001687098445449238,0.1684064022268615,0.004762281058205899,0.65625
